客户询问,模型预测标准问Top1,模型预测标准问Top5,top1_Preds,知识库标准问,Top1是否预测正确,Top5是否包含正确标准问
为何账户有资金转不出去？,为何账户有资金无法转出？,"['为何账户有资金无法转出？', '信用账户资金无法转出的原因', 'A股自助开户时转账失败，如何处理？', '转账失败的原因？', 'A股账户如何转户？']",0.998589098,为何账户有资金无法转出？,1,1
a股开户费是多少？,A股开户是否收费？,"['A股开户是否收费？', '网上开户佣金是多少？', '信用账户的担保品买卖佣金费率与普通账户一致吗？', '多少资金能达到多少的佣金？', '如何收取股票交易佣金？']",0.995903313,网上开户佣金是多少？,0,1
配股认购名称深交所是根据什么编制的？,深交所配股认购名称的编制原则？,"['深交所配股认购名称的编制原则？', '新股申购的配号规则？', '申购新股后为何查询不到配号？', '深圳市场的新股配号为何有小数点？', '信用账户如何操作配股？']",0.999347031,深交所配股认购名称的编制原则？,1,1
资金怎么转不出,为何账户有资金无法转出？,"['为何账户有资金无法转出？', '信用账户资金无法转出的原因', '证券转银行为什么转不了？', '转账失败的原因？', 'A股账户如何转户？']",0.993702173,为何账户有资金无法转出？,1,1
证券转银行转不了？为什么？,证券转银行为什么转不了？,"['证券转银行为什么转不了？', '外币证券转银行限额', '银证转账的时间？', '信用账户资金无法转出的原因', '当日卖出股票后可以转出资金吗？']",0.999393344,证券转银行为什么转不了？,1,1
账户密码忘了怎么办,手机账户密码忘记了怎么办,"['手机账户密码忘记了怎么办', '忘记资金密码怎么办？', '如何修改账户资金密码？', '如何重置信用账户密码？', '如何修改账户交易密码？']",0.999956846,手机账户密码忘记了怎么办,1,1
如何才可以买股票,如何才可以买股票？,"['如何才可以买股票？', '如何交易股票？', '股票可以当天买入当天卖出吗？', 'ST股票为何无法买入？', 'A股自助开户时转账失败，如何处理？']",0.993335724,如何才可以买股票？,1,1
请问深市新股配号为什么有小数点，比如00000758.00,深圳市场的新股配号为何有小数点？,"['深圳市场的新股配号为何有小数点？', '申购新股后为何查询不到配号？', '网下打新申报数量有什么规定？', '新股申购的配号规则？', '新股申购有数量要求吗？']",0.999795735,深圳市场的新股配号为何有小数点？,1,1
共享深港通和泸港通的额度可以吗？,深港通跟沪港通的额度能共用吗？,"['深港通跟沪港通的额度能共用吗？', 'A股和港股的显示颜色有什么区别？', '深港通标的股票范围？', 'A股和港股通退市制度的区别', '深港通和沪港通的交易日区别？']",0.999589503,深港通跟沪港通的额度能共用吗？,1,1
我想去开通创业板,创业板如何开通,"['创业板如何开通', '开通创业板权限对账户有什么要求？', '创业板权限首次开通？', '信用账户与普通账户的创业板权限需单独开立吗？', '创业板权限开通的办理时间']",0.989478528,创业板如何开通,1,1
想开户,如何开户？,"['如何开户？', '如何注销证券账户？', '如何注销信用账户？', '信用账户开通条件', '信用账户开立后何时生效？']",0.993982494,如何开户？,1,1
忘了我的账户,手机账号忘记了怎么办,"['手机账号忘记了怎么办', '同一个账号允许在不同的手机上同时登录吗？', '如何注销证券账户？', '信用证券账户卡遗失应如何处理？', '信用账户销户条件？']",0.985982835,手机账号忘记了怎么办,1,1
我的信用账户的资金转不出来是什么导致的,信用账户资金无法转出的原因,"['信用账户资金无法转出的原因', '为何账户有资金无法转出？', 'A股自助开户时转账失败，如何处理？', 'A股账户如何转户？', '转账失败的原因？']",0.999388456,信用账户资金无法转出的原因,1,1
为什么要app账号,如何注销证券账户？,"['如何注销证券账户？', '如何注销信用账户？', '信用证券账户卡遗失应如何处理？', '同一个账号允许在不同的手机上同时登录吗？', 'A股账户销户需由本人亲自办理吗？']",0.991882503,手机账号忘记了怎么办,0,0
怎么修改交易密码,如何修改交易密码,"['如何修改交易密码', '如何修改账户交易密码？', '忘记交易密码怎么办？', '深圳证券交易所证券代码编制原则是什么？', '深市A股的增发代码是什么？']",0.999855995,如何修改交易密码,1,1
帐户密码忘了,手机账户密码忘记了怎么办,"['手机账户密码忘记了怎么办', '如何修改账户资金密码？', '如何重置信用账户密码？', '忘记资金密码怎么办？', '如何修改账户交易密码？']",0.999822199,手机账户密码忘记了怎么办,1,1
开创业版有资金要求吗,开通创业板权限对账户有什么要求？,"['开通创业板权限对账户有什么要求？', '如何开户？', '自助开户后如何补办三方存管？', '为何账户有资金无法转出？', '如何转让中小企业私募债券？']",0.799802363,开通创业板权限对账户有什么要求？,1,1
还可以在开,如何开户？,"['如何开户？', '信用账户可以网上开通吗？', '网上开户佣金是多少？', 'A股自助开户时转账失败，如何处理？', '身份证过期可以办理开户吗？']",0.798718929,如何开户？,1,1
这开通的是创业板？,创业板如何开通,"['创业板如何开通', '开通创业板权限对账户有什么要求？', '创业板权限首次开通？', '创业板权限开通的办理时间', '信用账户与普通账户的创业板权限需单独开立吗？']",0.991573989,创业板如何开通,1,1
如何才能够申购新股？,新股申购的条件？,"['新股申购的条件？', '网下打新申报数量有什么规定？', '新股申购有数量要求吗？', '申购新股后为何查询不到配号？', '新股中签如何缴款？']",0.996218979,新股申购的条件？,1,1
上海B股一定要办指定交易吗,上海B股需要指定交易吗？,"['上海B股需要指定交易吗？', 'B股实行T+0回转交易吗？', 'B股的委托申报方式？', 'A股为什么要实行T+1股票交易制度？', 'A股账户销户需由本人亲自办理吗？']",0.999917269,上海B股需要指定交易吗？,1,1
转签创业版还可以使用A股不？,创业板权限转签如何操作？,"['创业板权限转签如何操作？', '当日卖出股票后可以转出资金吗？', 'A股自助开户时转账失败，如何处理？', '外币证券转银行限额', '新三板股票协议转让的申报类型？']",0.987339914,创业板权限转签如何操作？,1,1
转签创业板权限,创业板权限转签如何操作？,"['创业板权限转签如何操作？', '信用账户与普通账户的创业板权限需单独开立吗？', '新三板与地方产权交易市场的区别？', '三板交易权限如何取消？', '开通创业板权限对账户有什么要求？']",0.998923123,创业板权限转签如何操作？,1,1
我想问下注销账户一定要去营业部么,如何注销证券账户？,"['如何注销证券账户？', '如何注销信用账户？', '信用账户可以操作要约收购吗？', 'A股账户销户有哪些注意事项？', '信用账户开立后何时生效？']",0.997332096,如何注销证券账户？,1,1
外币证券转银证有数额限定吗？,外币证券转银行限额,"['外币证券转银行限额', '证券转银行为什么转不了？', '银证转账的时间？', '申购基金时发行总数显示为0的原因', '上交所债券逆回购申报数量要求？']",0.999247968,外币证券转银行限额,1,1
新股申购资格,新股申购的条件？,"['新股申购的条件？', '网下打新申报价格有什么规定？', '网下打新资格是否支持在多家券商间使用？', '新股申购有数量要求吗？', '网下打新申报数量有什么规定？']",0.996077955,新股申购的条件？,1,1
为什么申购新股没有配号,申购新股后为何查询不到配号？,"['申购新股后为何查询不到配号？', '新股申购的配号规则？', '深圳市场的新股配号为何有小数点？', '如何通过电话委托查询新股申购配号？', '网下打新申报数量有什么规定？']",0.999610484,申购新股后为何查询不到配号？,1,1
我这边银行卡转账转不进去,证券转银行为什么转不了？,"['证券转银行为什么转不了？', '外币证券转银行限额', '转账失败的原因？', '信用账户资金无法转出的原因', '为何账户有资金无法转出？']",0.997757375,证券转银行为什么转不了？,1,1
我交易密码忘记怎么办,忘记交易密码怎么办？,"['忘记交易密码怎么办？', '如何修改交易密码', '如何修改账户交易密码？', '忘记资金密码怎么办？', '深圳证券交易所证券代码编制原则是什么？']",0.999944568,忘记交易密码怎么办？,1,1
